具体地址,小区名称,格局,总价,每平米价格,朝向,面积,楼层,装修,房屋结构
群力新区,海富臻园,2室1厅,130,16250,南 北 东,80,21,简装,板楼
哈西商圈,恒祥城二期,1室2厅,150,11279,南 北,133,29,精装,板楼
群力新区,河政花园（公务员小区）,2室1厅,110,11828,东 西,93,6,精装,板楼
西大桥商圈,欧洲新城,2室1厅,150,13488,南 北,111.21,14,精装,板塔结合
建国公园,松滨里小区,2室1厅,37,5139,南 北,72,8,简装,板楼
建国公园,钢铁街住宅小区,2室1厅,50,8065,南 北,62,8,简装,板楼
群力新区,玫瑰湾小区东区,3室2厅,330,19708,南 北,167.45,18,精装,板楼
顾乡大街,都市秀景,2室1厅,100,10444,南 北,95.75,8,精装,板楼
顾乡大街,溪畔嘉园,2室1厅,54,8572,东 西,63,8,简装,板楼
群力新区,远大·都市明珠南区,3室2厅,202,12470,南 北,162,17,精装,暂无数据
群力新区,恒盛豪庭,4室2厅,358,17636,南 北 西,203,32,毛坯,板楼
团结萧红校哈站北秀宾馆,经纬头道街,2室1厅,50,8621,南 北,58,7,精装,板楼
建国公园,新阳路,2室0厅,44,8628,东 西,51,6,简装,板塔结合
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),2室2厅,73.5,6870,东 西,107,8,简装,板塔结合
公路大桥,民安小区(道里区),2室1厅,54,6210,西南,86.96,8,简装,板楼
中央大街,友谊路,3室1厅,88,7865,南 北,111.9,15,精装,板楼
群力新区,三松宜家,2室2厅,138,13530,南 北,102,30,简装,板楼
公路大桥,共乐小区,2室1厅,32,6038,南 北,53,8,简装,板楼
哈西商圈,恒祥城一期,1室1厅,83,14338,东南,57.89,30,精装,板楼
工农大街,报达文化嘉园第一期,2室0厅,94,9400,东 西 北,100,7,简装,板楼
西大桥商圈,民众小区,2室1厅,52,8405,南 北,61.87,8,简装,板楼
公路大桥,光华小区,2室1厅,42,7807,南 北,53.8,9,简装,板塔结合
建国公园,丁香名苑,2室1厅,39,7708,南,50.6,8,简装,板楼
工农大街,翡翠城,2室2厅,175,13672,南 北,128,32,精装,板楼
兆麟校,公园一品,3室2厅,430,24642,东 南 北,174.5,28,精装,板塔结合
群力新区,海富康城,2室1厅,106,10496,南 北,101,7,精装,板塔结合
公路大桥,光华小区,2室1厅,62,13778,东 西,45,8,简装,板楼
群力新区,海富禧园,1室1厅,97,14478,西,67,18,精装,板楼
公路大桥,河广街,3室1厅,78,7800,西南,100,8,简装,板楼
建国公园,紫金城,2室1厅,195,13000,南 北,150,32,精装,板楼
顾乡凯德广场,清河湾小区,2室1厅,80,9877,南,81,25,毛坯,板楼
西大桥商圈,欧洲新城,1室1厅,91.8,12750,南,72,25,精装,板楼
哈西商圈,恒兴花园,2室1厅,75,9339,南 北,80.31,7,简装,板楼
公路大桥,建河头道街,2室1厅,52,6619,南 北,78.57,8,精装,板楼
群力新区,星光耀广场,3室2厅,240,15585,南 北,154,31,精装,板楼
群力新区,观复国际,3室2厅,398,26534,南 北,150,4,精装,暂无数据
建国公园,丁香名苑,2室2厅,93,7750,南 北,120,8,简装,板楼
公路大桥,三电小区,2室1厅,120,10527,南 北,114,6,简装,板楼
建国公园,新阳路,3室1厅,52,8388,南 北,62,6,简装,板塔结合
群力新区,恒大帝景,3室2厅,160,14011,南 北,114.2,28,简装,板楼
哈西商圈,科研小区,2室1厅,89,8558,南 北,104,7,精装,板楼
顾乡大街,溪畔嘉园,2室1厅,80,8511,南 北,94,8,简装,板塔结合
群力新区,玫瑰湾小区东区,3室2厅,260,15854,南 北,164,24,精装,板楼
西大桥商圈,新阳胡同,2室1厅,83.8,9230,南 北,90.8,7,精装,板楼
群力新区,海富康城,3室1厅,179,11188,东 西,160,18,精装,板楼
建国公园,紫金城,2室1厅,169,13204,南 北,128,32,精装,板楼
顾乡凯德广场,南方花园,2室1厅,90,9678,西北,93,8,精装,板楼
团结萧红校哈站北秀宾馆,地德里小区(地工街),3室1厅,60,8109,南 北,74,7,简装,暂无数据
顾乡凯德广场,天合俊景,2室1厅,115,12500,西 南,92,22,精装,板楼
群力新区,盛和天下,3室2厅,520,28572,南 北,182,29,精装,板楼
顾乡大街,新天地家园,3室1厅,165,11380,北 东 西,145,20,精装,板楼
安字片,安广街,2室1厅,50,7191,南 北,69.54,8,精装,板塔结合
顾乡凯德广场,天合小区,3室1厅,70,6364,南 北,110,7,精装,板楼
安字片,安丰街,2室1厅,55,9017,东 西,61,8,毛坯,板塔结合
建国公园,松树街,2室1厅,46,6970,西南,66,8,简装,板楼
爱建,中兴家园,2室1厅,152,15200,东 南 北,100,32,精装,板楼
工农大街,玫瑰湾小区西区,2室2厅,186,15848,南 北,117.37,7,精装,板楼
公路大桥,共乐小区,2室1厅,48.8,9385,南 北,52,8,简装,板楼
顾乡大街,电炉小区,2室1厅,62.9,8737,南 北,72,8,简装,板楼
中央大街,友谊路,2室1厅,34,6182,东 西,55,8,精装,板塔结合
公路大桥,品阁,2室1厅,164,14138,南 北,116,18,精装,板塔结合
中央大街,红专街,3室1厅,115,9200,南 北,125,7,精装,板楼
群力新区,群力家园A区,2室2厅,112,10182,南 北,110,26,精装,板楼
工农大街,天薇丽景园,3室1厅,150,13310,南 北,112.7,16,精装,板楼
安字片,安平街,2室1厅,40,9461,南,42.28,8,简装,板楼
顾乡大街,百合名苑(道里区),3室1厅,87.6,7300,东 西,120,8,毛坯,板楼
哈西商圈,康安家园,2室1厅,103,10272,南 北,100.28,7,精装,板楼
西大桥商圈,欧洲新城,2室1厅,151.8,14187,南 西,107,30,简装,板塔结合
爱建,中兴家园,1室1厅,96,10787,东 南 北,89,32,简装,板塔结合
团结萧红校哈站北秀宾馆,地德里小区(地工街),2室1厅,71,10143,南 北,70,8,简装,板楼
公路大桥,光华小区,2室1厅,44.9,8635,南 北,52,8,简装,板楼
西大桥商圈,欧洲新城,2室1厅,120,9600,南 北,125,25,简装,板楼
安字片,安定街,2室1厅,55.8,8206,东 南,68,7,精装,板塔结合
爱建,爱建非常男女,1室1厅,103,15847,南 北,65,30,精装,板塔结合
安字片,抚顺街,2室1厅,33,8049,南 北,41,8,简装,板塔结合
公路大桥,三电小区,2室1厅,95,8263,南 北,114.98,6,精装,板楼
群力新区,群力家园B区,2室1厅,125,10965,南 北,114,26,简装,板楼
建国公园,新阳路,2室1厅,75,11038,西,67.95,8,简装,板楼
群力新区,中海寰宇天下,3室2厅,210,16667,南 北,126,27,毛坯,板楼
工农大街,丽水雅居,2室1厅,175,14000,北 南,125,16,精装,板楼
兆麟校,工厂街,2室1厅,67,7883,南,85,4,精装,板楼
兆麟校,金安美豪国际公寓,2室1厅,167,16568,南,100.8,16,精装,板楼
建国公园,提拉米苏,2室1厅,137,12686,北 西南,108,31,精装,板楼
兆麟校,东方明珠公寓,3室1厅,160,8914,东 西,179.5,25,简装,塔楼
哈西商圈,红星城,3室2厅,141.5,11695,南 北,121,25,精装,板楼
安字片,安平街,2室1厅,70,10000,南 北,70,7,精装,板塔结合
工农大街,迎宾小区,2室1厅,69,9400,南 北,73.41,7,简装,板楼
群力新区,群力新城小区北区,4室2厅,450,21952,南 北,205,32,精装,板楼
顾乡凯德广场,南方花园,2室1厅,109,10724,南 北,101.65,8,精装,板楼
爱建,中兴家园,2室1厅,105,12353,南,85,32,毛坯,板塔结合
工农大街,丽水雅居,3室2厅,180,12000,南 北,150,16,简装,板楼
工农大街,迎宾小区,3室1厅,110,7190,东 西,153,7,精装,板楼
爱建,中兴家园,1室1厅,98.8,11904,南,83,32,毛坯,板塔结合
建国公园,通达馨园,2室1厅,68,9067,西 北,75,7,简装,板塔结合
建国公园,建国城市花园,2室1厅,102,9445,南 北,108,8,精装,板楼
工农大街,迎宾小区,2室1厅,63,7500,南 北,84,7,精装,板楼
安字片,安固街,2室1厅,53,10567,南 北,50.16,7,精装,板楼
群力新区,海富康城,3室1厅,150,10639,南 北,141,7,简装,板塔结合
西大桥商圈,峰尚福成,2室2厅,117,11642,南 北,100.5,22,毛坯,板楼
顾乡凯德广场,祥泰人家,2室1厅,73,8629,南,84.6,8,简装,板塔结合
建国公园,建国街,2室1厅,57.8,9175,南 北,63,8,简装,板楼
公路大桥,共乐西二道街,1室1厅,35.8,10982,东,32.6,8,精装,板楼
群力新区,中海寰宇天下,3室2厅,175,15910,南 北,110,27,精装,板楼
建国公园,松林街,2室1厅,91.8,7849,南 北,116.96,7,简装,板塔结合
顾乡大街,三精家园,3室1厅,115,9584,南 北,120,7,简装,板楼
西大桥商圈,聚贤花园,2室1厅,50,7274,南 北,68.74,7,简装,板楼
兆麟校,中艺瑞宝名苑,2室1厅,95,11286,西,84.18,8,精装,板楼
中央大街,红霞街,2室1厅,56,8000,南,70,6,毛坯,板楼
安字片,安和街,2室1厅,67,9179,南 北,73,2,简装,板塔结合
公路大桥,建议街,2室1厅,38.5,5834,南 北,66,7,简装,板楼
顾乡凯德广场,天合俊景,2室1厅,96,12396,西南,77.45,24,精装,板楼
群力新区,群力观江国际,4室2厅,338,18966,南 北 西,178.22,30,毛坯,板楼
中央大街,友谊路,3室1厅,130,9093,东 西,142.98,9,精装,板楼
群力新区,群力观江国际,3室2厅,290,19206,南 北,151,30,毛坯,板楼
团结萧红校哈站北秀宾馆,地德里小区(地工街),3室1厅,48,6350,南 北,75.6,8,简装,板塔结合
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),2室1厅,42,6082,东 西,69.06,7,简装,板楼
安字片,安升街(安隆街),2室1厅,57.8,7585,南,76.21,8,精装,板塔结合
兆麟校,地段街,2室1厅,155,14091,东,110,18,简装,塔楼
公路大桥,建国南头道街,2室1厅,72,8781,西南,82,8,简装,板塔结合
群力新区,汇锦庄园,3室2厅,350,19775,南 北,177,32,毛坯,板楼
群力新区,玫瑰湾小区东区,3室2厅,248,15598,南 北,159,30,精装,板楼
公路大桥,共乐小区,1室1厅,26.8,8934,西南,30,8,简装,板楼
兆麟校,买卖街,2室1厅,95,6885,东 西,138,10,简装,板楼
顾乡大街,康安小区(道里区),2室1厅,61,10000,西南,61,7,精装,板楼
顾乡大街,郁金台,2室2厅,149,12957,南 北,115,29,精装,板楼
顾乡凯德广场,清河湾小区,2室1厅,55,9213,西 西北,59.7,24,简装,板楼
群力新区,海富第五大道,2室2厅,235,21760,东 西,108,7,精装,板楼
群力新区,保利上城,3室1厅,130,14131,南 北,92,24,精装,板楼
群力新区,恒大天地人和,2室1厅,110,14983,南,73.42,31,简装,板楼
工农大街,群力新苑东区,2室1厅,63,11667,南,54,6,简装,板楼
顾乡凯德广场,清河湾小区,2室1厅,53,9465,北 南,56,7,精装,板楼
爱建,上实盛世江南,3室2厅,330,16020,南 北,206,30,精装,板塔结合
顾乡凯德广场,祥泰人家,2室1厅,96.8,9308,南 北,104,8,简装,板塔结合
群力新区,恒盛皇家花园,3室1厅,260,20635,南 北,126,32,精装,板楼
工农大街,翡翠城,2室2厅,159,13738,南 北,115.74,32,精装,板楼
经纬街,经纬八道街,2室2厅,59,6414,南,92,7,简装,板塔结合
群力新区,河梁街,2室1厅,56,7103,南,78.84,8,简装,板楼
爱建,中兴家园,1室2厅,105,12575,南,83.5,32,简装,板塔结合
群力新区,海富禧园,3室2厅,175,12324,南 北,142,18,精装,板楼
群力新区,恒盛豪庭,4室1厅,460,22661,南 北,203,32,精装,板楼
公路大桥,碧江名苑,2室1厅,112,8819,东北,127,25,精装,板楼
顾乡大街,康安小区(道里区),2室2厅,62,5741,西南 东,108,7,简装,板楼
工农大街,理想0451,2室1厅,89.8,11425,南 北,78.6,25,简装,板楼
安字片,安静街,2室1厅,52.8,8800,南,60,8,精装,板楼
顾乡大街,美晨家园,2室1厅,112,12728,南 北,88,8,精装,板塔结合
顾乡大街,美晨家园,2室1厅,105.8,12747,南 北,83,7,精装,板塔结合
中央大街,大安街,2室1厅,89,11711,南 北,76,8,精装,板楼
顾乡大街,都市秀景,2室1厅,38,8445,东 西,45,8,简装,板楼
群力新区,玫瑰湾小区东区,4室2厅,285,14541,南 北,196,29,精装,板楼
工农大街,翡翠城,2室1厅,152,13945,东 西,109,32,精装,板塔结合
公路大桥,河曲街,2室1厅,70,11291,西 东 北,62,8,精装,板楼
公路大桥,通达街铁路小区,1室1厅,177,9889,南 北,179,7,精装,板楼
公路大桥,正基嘉苑,2室1厅,88,11734,西北,75,13,精装,板楼
群力新区,恒盛豪庭,2室2厅,209,18496,南 北,113,32,精装,板楼
公路大桥,建河街,1室1厅,46,9901,西南,46.46,8,简装,板楼
群力新区,河梁街,2室1厅,92,6259,东 西,147,8,简装,板楼
群力新区,城安小区,2室1厅,65,9490,东 西,68.5,8,简装,板楼
公路大桥,三电小区,2室1厅,128,10367,南 北,123.47,6,精装,板楼
建国公园,建国街,2室1厅,59.8,7570,南 北,79,7,简装,板楼
公路大桥,河曲街,2室1厅,53.8,8277,南 北,65,7,精装,板楼
西大桥商圈,松拖小区,2室1厅,41,6834,东 西,60,7,简装,平房
公路大桥,品阁,2室1厅,130,13979,东南,93,18,精装,板塔结合
爱建,中兴家园,2室1厅,135,12858,南 北,105,32,简装,板楼
群力新区,群力家园k区,3室2厅,235,14806,南 北,158.73,26,精装,暂无数据
群力新区,运华广场 道里区,2室1厅,160,9639,东 西 南,166,21,简装,板楼
群力新区,保利城,2室2厅,149,16932,南 北,88,24,精装,板楼
爱建,经纬街,2室1厅,53.8,9608,南 北,56,7,简装,板楼
团结萧红校哈站北秀宾馆,霁虹街,2室1厅,54,13171,东 西,41,9,简装,板楼
工农大街,群力新苑东区,2室1厅,58,7734,南 北,75,6,简装,板楼
西大桥商圈,欧洲新城,1室1厅,95,14394,东 西,66,25,简装,板楼
群力新区,大业小区,2室1厅,69,8625,南 北,80,7,简装,板塔结合
经纬街,经纬五道街,3室2厅,168.8,9076,南 北,186,8,精装,板楼
群力新区,海富康城,2室1厅,82,11037,南 北,74.3,7,精装,板塔结合
公路大桥,共乐小区,2室1厅,44,7458,东,59,8,简装,板楼
顾乡大街,新天地家园,2室1厅,140,11291,东 西,124,20,简装,板楼
建国公园,提拉米苏,2室1厅,95,13539,南,70.17,27,精装,板楼
安字片,经纬十道街,2室1厅,73.8,10110,南 北,73,7,精装,板楼
中央大街,恒祥凯悦,2室1厅,300,23077,南 西北,130,26,精装,塔楼
安字片,正义街,2室1厅,45,8949,西,50.29,8,精装,板楼
西大桥商圈,民众小区,2室1厅,82.5,8250,南 北,100,7,精装,板楼
群力新区,天鹅湾,3室2厅,280,20029,南 北,139.8,31,精装,板楼
建国公园,建国街,1室1厅,59.5,8881,南 北,67,8,精装,板楼
建国公园,建国城市花园,2室1厅,75,8523,南 北,88,8,精装,板楼
建国公园,钢铁街住宅小区,2室1厅,32,7112,南 北,45,8,简装,板楼
群力新区,天鹅湾,2室1厅,175,17530,南 北,99.83,31,精装,板楼
群力新区,天鹅湾·赫郡,2室1厅,175,18042,南 北,97,33,精装,板楼
安字片,安升街(安心街),2室1厅,43.8,6856,南,63.89,8,精装,板楼
公路大桥,恒祥大厦,5室3厅,161,6881,南 北,234,25,简装,板塔结合
公路大桥,碧江名苑,2室1厅,29,5735,南 北,50.57,7,简装,板楼
安字片,安定街,2室1厅,30,5556,南 北,54,7,简装,板楼
群力新区,海富康城,3室2厅,148,10806,南 北,136.97,7,精装,板塔结合
公路大桥,河江小区,2室1厅,65,8905,东 西,73,8,简装,板楼
群力新区,海富锦园,2室1厅,102,15067,南 北,67.7,18,精装,板塔结合
工农大街,漫步·巴黎,2室1厅,178,16982,南 北,104.82,28,精装,板楼
顾乡大街,新华小区(道里区),2室1厅,57,9828,南 北,58,8,简装,板楼
公路大桥,金凯国际,1室1厅,92.5,14136,东北 西北,65.44,21,简装,板楼
公路大桥,华侨小区,2室1厅,58,6237,南,93,7,简装,板楼
顾乡大街,美晨家园,3室1厅,136,10396,南,130.83,18,精装,板塔结合
兆麟校,地段街,2室1厅,128,16000,南 北,80,8,精装,塔楼
群力新区,宏润翠湖天地,3室1厅,260,18706,南 北,139,25,精装,板楼
群力新区,财智公馆,2室1厅,72.8,13736,西,53,33,精装,板塔结合
兆麟校,工厂街,2室1厅,56,9334,东,60,7,简装,板楼
安字片,安德街,2室1厅,71.8,9089,南 北,79,7,精装,板楼
群力新区,阳光颐养花园,4室1厅,135,7568,南 北,178.4,7,简装,板楼
建国公园,怡园小区(道里区),2室1厅,65,7966,东 西,81.6,5,简装,板楼
建国公园,钢铁街住宅小区,2室1厅,63,8874,南 北,71,8,精装,板塔结合
建国公园,钢铁街住宅小区,2室1厅,35,5834,南 北,60,8,简装,板楼
建国公园,紫金城,2室1厅,128,13022,东 南,98.3,33,精装,板楼
建国公园,松源街,2室1厅,56.8,7252,南 北,78.33,8,精装,板楼
公路大桥,环桥家园,3室2厅,125,7543,南 北,165.72,6,精装,板塔结合
群力新区,汇锦庄园,3室2厅,400,22472,南 北,178,31,精装,板楼
群力新区,中海·紫御观邸,3室1厅,435,30634,南 北,142,6,精装,板楼
群力新区,玫瑰湾小区东区,3室2厅,220,15423,南 北,142.65,29,精装,板楼
群力新区,群力观江国际,3室2厅,255,19466,南 北 西,131,30,毛坯,板楼
公路大桥,共乐西二道街,2室1厅,84.5,7262,南 北,116.37,6,精装,板楼
群力新区,河源小区,3室2厅,180,12083,南 北,148.98,7,简装,板塔结合
公路大桥,共乐西头道街,3室1厅,79,7384,南 北,107,8,简装,板楼
公路大桥,光华小区,2室1厅,34,5075,南 北,67,8,简装,板塔结合
群力新区,招商贝肯山,3室2厅,260,19924,东 南 西 北,130.5,3,精装,暂无数据
群力新区,翠湖天地璞园,1室1厅,135,17308,南,78,30,精装,板楼
群力新区,河松小区一期,3室2厅,200,7844,南 北,255,16,精装,板楼
哈西商圈,红星城,3室2厅,130,11984,东 西北,108.48,26,简装,板楼
工农大街,玫瑰湾小区西区,3室2厅,335,18927,南 北,177,11,精装,板楼
中央大街,西三道街,3室1厅,220,16542,东,133,19,精装,塔楼
顾乡凯德广场,天合俊景,3室2厅,159,12927,东南 西,123,22,精装,板楼
群力新区,中海寰宇天下,3室1厅,200,15874,南 北,126,22,毛坯,板楼
群力新区,天鹅湾,3室2厅,310,19375,南 北 西,160,25,精装,板楼
群力新区,民生尚都怡园,2室1厅,78.5,7622,南 北,103,6,精装,板楼
安字片,806小区哈房直属处二所,2室1厅,53,8282,南 北,64,7,简装,板塔结合
群力新区,河松小区一期,3室1厅,110,7334,南 北,150,7,精装,板楼
群力新区,盛和天下,4室1厅,500,22223,南 北,225,30,精装,板楼
群力新区,恒盛豪庭,2室1厅,168,16822,南,99.87,30,精装,板楼
工农大街,报达文化嘉园第一期,2室1厅,46,7560,南 北,60.85,7,简装,板楼
群力新区,汇锦香槟湾,2室2厅,148,16630,南 北,89,33,精装,板楼
哈西商圈,恒祥城一期,2室2厅,170,12687,东 西,134,32,精装,板塔结合
中央大街,巡船胡同,2室1厅,58,9301,南,62.36,8,精装,板塔结合
西大桥商圈,欧洲新城,2室1厅,155,14302,南 北,108.38,8,简装,板塔结合
哈西商圈,恒祥城一期,2室1厅,249,15563,南 北,160,27,简装,板楼
兆麟校,朝阳胡同,1室1厅,58.8,11328,东,51.91,8,精装,板楼
公路大桥,宏光大厦,2室1厅,97,10553,东南,91.92,21,简装,板楼
工农大街,新城花园,2室1厅,89.5,12095,东 西,74,6,精装,板楼
公路大桥,共乐小区,2室1厅,43.7,8740,南 北,50,8,简装,板楼
群力新区,中海寰宇天下,2室1厅,130,15029,南 北,86.5,33,精装,板楼
爱建,中兴家园,1室1厅,86,10362,东,83,32,简装,板塔结合
顾乡大街,康安小区(道里区),3室1厅,67,5584,南 北,120,7,简装,板楼
西大桥商圈,新阳胡同,2室1厅,67,8805,东南,76.1,8,简装,板楼
群力新区,海富康城,2室1厅,112,13158,东 南 西,85.12,18,简装,板塔结合
西大桥商圈,欧洲新城,2室1厅,153,13077,南 北,117,27,精装,板塔结合
兆麟校,工厂街,2室1厅,60,9758,东,61.49,3,精装,板楼
工农大街,天薇丽景园,3室1厅,136,12056,南 北,112.81,16,简装,板楼
安字片,安康街,2室1厅,36,6793,南 北,53,6,简装,板楼
顾乡大街,康安小区(道里区),2室1厅,55,9175,西南,59.95,7,简装,板楼
爱建,艺品枫景,2室2厅,218,16269,南 东 北,134,28,精装,板楼
群力新区,河松小区二期,2室1厅,86,7963,东,108,7,精装,板楼
工农大街,迎宾小区,3室1厅,113,8463,南 北,133.53,19,简装,板楼
公路大桥,共乐小区,2室1厅,35.8,7160,南 北,50,8,简装,板楼
群力新区,运华广场 道里区,2室2厅,112.8,10072,南 北,112,8,精装,塔楼
安字片,安定街,2室1厅,57.8,6721,南 北,86,8,精装,板楼
公路大桥,建河街,2室1厅,43.8,9369,南 北,46.75,8,毛坯,板楼
群力新区,运华广场 道里区,2室2厅,125,11062,南 北,113,16,简装,塔楼
群力新区,汇锦庄园,3室1厅,226,16365,南 北,138.1,30,精装,板楼
顾乡大街,美晨家园,2室1厅,132,11000,南 北,120,18,精装,板塔结合
群力新区,星光耀广场,3室1厅,240,15691,南 北,152.96,31,精装,板楼
爱建,爱琴花园,1室1厅,119,16761,西北,71,24,精装,板塔结合
中央大街,龙电公寓,2室2厅,141,8104,南 北,174,6,简装,板塔结合
群力新区,城安小区,3室1厅,80,7548,南 北,106,8,简装,板楼
西大桥商圈,欧洲新城,2室1厅,93,12000,西,77.5,14,简装,板塔结合
顾乡大街,都市秀景,2室1厅,94,8393,东 西,112,8,简装,板楼
顾乡大街,新天地家园,2室1厅,99,9706,东 西,102,7,精装,板楼
安字片,安固街,2室1厅,76.5,8804,南 北,86.9,7,简装,板塔结合
群力新区,星光耀广场,3室2厅,190,13000,南 北,146.16,31,精装,板楼
顾乡大街,康安小区(道里区),2室1厅,79,8775,东 西,90.03,7,简装,板楼
西大桥商圈,新阳胡同,2室1厅,40,7959,南,50.26,7,简装,板楼
群力新区,河鼓街,2室1厅,40,7435,南 北,53.8,7,简装,板楼
中央大街,高谊街,2室0厅,53,11386,西南,46.55,7,简装,板楼
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),2室1厅,68,7728,南 北,88,8,简装,板楼
公路大桥,民安小区(道里区),3室1厅,91.8,6203,东 西,148,8,简装,板楼
爱建,经纬街,2室1厅,85,9000,南 北,94.45,8,精装,板楼
建国公园,建国城市花园,2室1厅,80,10667,南 北,75,8,精装,板楼
公路大桥,河曲街,1室1厅,27.8,7514,北,37,7,精装,板楼
西大桥商圈,民众小区,2室1厅,60,7435,南,80.7,7,精装,板楼
顾乡大街,郁金台,3室2厅,183.8,13820,南 北,133,33,毛坯,板楼
公路大桥,大民兴街,2室1厅,52.8,8925,南 北,59.16,2,简装,板楼
群力新区,河松小区二期,3室1厅,115,7932,南 北,145,7,简装,板楼
群力新区,保利上城,3室2厅,320,20383,南 北,157,6,精装,暂无数据
公路大桥,光华小区,1室1厅,48,9310,南 北,51.56,8,简装,板楼
群力新区,中海寰宇天下,2室1厅,133.8,13248,南 北,101,34,精装,板楼
公路大桥,民安小区(道里区),2室1厅,63,8212,南 北,76.72,8,简装,板楼
兆麟校,一面街,3室1厅,100,7813,南 北,128,9,精装,板楼
工农大街,翡翠城,2室1厅,142,13028,南 北,109,32,精装,板楼
群力新区,璞悦湾,3室2厅,168,11879,南 北,141.43,17,毛坯,板楼
群力新区,玫瑰湾,3室2厅,260,17219,南 北,151,32,简装,板楼
顾乡凯德广场,湖景春晓,2室1厅,145,11329,南 北,128,30,其他,板楼
公路大桥,哈药路,2室1厅,80.8,8747,东南 东北,92.38,9,精装,板楼
团结萧红校哈站北秀宾馆,霁虹街,2室1厅,82,7901,南 北,103.79,6,简装,板塔结合
公路大桥,建国北六道街,2室1厅,69,8735,南 北,79,4,简装,板塔结合
爱建,中兴家园,1室1厅,123,12077,南,101.85,32,简装,板塔结合
团结萧红校哈站北秀宾馆,霁虹街,2室1厅,71,9727,南 北,73,8,精装,板楼
工农大街,翡翠城,3室2厅,172,11701,南 北,147,32,精装,板楼
工农大街,上和园著,3室2厅,401,21448,南 北,186.97,32,精装,板楼
公路大桥,民安小区(道里区),2室1厅,68,8823,南,77.08,8,精装,板楼
安字片,正义街,2室1厅,39,8298,南,47,8,简装,板塔结合
安字片,安和街,2室1厅,68.5,9604,南 北,71.33,7,精装,板塔结合
群力新区,金安·向日葵,2室2厅,210,19756,南 北,106.3,30,精装,板楼
公路大桥,建国南头道街,2室1厅,45,10715,南 北,42,8,精装,板楼
哈西商圈,恒大悦府,3室2厅,168,12174,南 北,138,31,精装,板楼
顾乡大街,美晨家园,2室1厅,95,13572,南 北,70,8,简装,板塔结合
群力新区,海富康城,3室2厅,165,10249,西 东,161,18,其他,板塔结合
群力新区,天鹅湾,3室2厅,268,16963,南 北 西,158,25,精装,板楼
安字片,安定街,2室1厅,41.8,9737,南,42.93,8,精装,板楼
兆麟校,工厂街,2室1厅,64.8,8640,南 北,75,7,简装,板楼
群力新区,河松小区二期,3室1厅,135,8947,南 北,150.9,7,简装,板塔结合
建国公园,建国街,2室1厅,56,7672,南 北,73,8,简装,板楼
西大桥商圈,通达街238,2室2厅,108,10589,南 北,102,7,精装,板楼
顾乡大街,新天地家园,2室1厅,99.9,9795,南 北,102,7,简装,板楼
安字片,安国街,2室1厅,46.8,9552,南 北,49,8,精装,板楼
顾乡凯德广场,清河湾小区,2室1厅,51.5,9364,南 北,55,7,毛坯,板楼
工农大街,迎宾小区,3室1厅,115,7484,南 北,153.67,19,毛坯,板楼
安字片,安平街,2室1厅,38.8,9464,西,41,8,简装,板楼
公路大桥,河清街,2室1厅,62,10334,南,60,7,精装,板楼
公路大桥,民安街,2室1厅,35.5,6340,南,56,7,简装,板楼
西大桥商圈,康安路,2室1厅,49,5698,南,86,7,简装,板楼
建国公园,松滨里小区,2室1厅,33,4648,西,71,9,简装,板塔结合
爱建,中兴家园,1室1厅,85,10510,西,80.88,32,精装,板塔结合
顾乡大街,都市秀景,4室2厅,98,5834,南 北,168,8,精装,板楼
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),2室1厅,95,10440,东南,91,18,简装,板塔结合
公路大桥,三电小区,2室1厅,103,8240,东,125,6,精装,板楼
公路大桥,河阳街,3室1厅,48,7059,西,68,7,简装,板楼
安字片,安化街(安详街),2室1厅,48.8,9305,南 北,52.45,8,精装,板楼
建国公园,建国城市花园,2室1厅,76.5,10625,东 西,72,8,其他,板楼
安字片,安定街,2室1厅,49.8,9397,南,53,8,精装,板塔结合
建国公园,松林街,1室1厅,32,5819,南 北,55,8,简装,板楼
中央大街,新开街,2室1厅,60,10345,东 西,58,6,简装,板楼
公路大桥,共乐小区,2室1厅,58.7,8153,南 北,72,8,其他,板楼
建国公园,正阳花园,2室1厅,74,7398,南 北,100.04,7,精装,板楼
公路大桥,民安小区(道里区),2室1厅,58,7342,南 北,79,8,其他,板楼
群力新区,河源小区,3室2厅,163,10317,南 北,158,7,精装,暂无数据
群力新区,河源小区,3室1厅,178,14854,南 北,119.84,7,其他,暂无数据
群力新区,河松小区一期,2室1厅,78,8125,东 西,96,7,其他,板楼
群力新区,河政花园（公务员小区）,2室2厅,111.9,11905,南 北,94,7,精装,板楼
群力新区,锦江绿色家园,2室2厅,155,12110,南 北,128,7,其他,板楼
群力新区,河政花园（公务员小区）,2室2厅,120,11215,南 北,107,7,其他,板楼
群力新区,华风江畔,3室1厅,129.8,9272,南 北,140,8,其他,板楼
顾乡大街,新天地家园,3室1厅,121,9109,南 北,132.85,20,其他,板楼
爱建,上实盛世江南,1室1厅,168,17404,东南,96.53,30,精装,板塔结合
工农大街,报达文化嘉园第一期,2室1厅,42,9546,南 北,44,7,简装,板楼
群力新区,海富康城,3室1厅,42,5834,南 北,72,7,其他,板楼
